"Faça uma cópia da planilha para realizar o desafio em:
Arquivo > Fazer uma cópia",,,,,,,
Nº de vendas,Nº de vendas confirmadas,Qtd de acessos,Data,GMV,Tipo,Categoria,Parceiro
44,38,303,2022-04-26,"R$ 22.533,42",Padrão,"MÓVEIS, CASA E DECORAÇÃO",Parceiro-395
878,691,3985,2022-04-26,"R$ 135.285,39",Padrão,BELEZA E SAÚDE,Parceiro-463
300,287,1926,2022-04-26,"R$ 64.259,92",Padrão,MODA E ACESSÓRIOS,Parceiro-49
38,35,360,2022-04-26,"R$ 18.274,70",Padrão,BELEZA E SAÚDE,Parceiro-51
33,28,335,2022-04-26,"R$ 15.116,96",Padrão,ESPORTE E LAZER,Parceiro-525
71,21,551,2022-04-26,"R$ 7.646,37",Padrão,VIAGEM E TURISMO,Parceiro-6095
18,15,109,2022-04-26,"R$ 4.490,54",Padrão,ESPORTE E LAZER,Parceiro-62
18,18,205,2022-04-26,"R$ 5.427,73",Padrão,MODA E ACESSÓRIOS,Parceiro-6539
9,0,60,2022-04-26,"R$ 2.780,45",Padrão,ALIMENTOS E BEBIDAS,Parceiro-7749
8,8,39,2022-04-26,"R$ 13.113,25",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-8152
104,100,2056,2022-04-26,"R$ 103.143,17",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-82
62,61,690,2022-04-27,"R$ 45.385,00",Padrão,MODA E ACESSÓRIOS,Parceiro-1335
9,7,77,2022-04-27,"R$ 30.846,43",Padrão,VIAGEM E TURISMO,Parceiro-1561
10,6,132,2022-04-27,"R$ 26.032,80",Padrão,MODA E ACESSÓRIOS,Parceiro-169
7,6,237,2022-04-27,"R$ 3.693,37",Padrão,MODA E ACESSÓRIOS,Parceiro-1785
22,21,105,2022-04-27,"R$ 16.211,92",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-1963
1894,1363,17450,2022-04-27,"R$ 1.256.011,94",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2
31,26,463,2022-04-27,"R$ 106.008,65",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2171
2564,2213,20992,2022-04-27,"R$ 2.043.741,90",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-220
4761,4398,23438,2022-04-27,"R$ 973.832,30",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-233
614,438,4705,2022-04-27,"R$ 823.684,99",Padrão,VIAGEM E TURISMO,Parceiro-262
34,30,278,2022-04-27,"R$ 20.284,88",Padrão,"MÓVEIS, CASA E DECORAÇÃO",Parceiro-395
878,675,4063,2022-04-27,"R$ 137.623,53",Padrão,BELEZA E SAÚDE,Parceiro-463
264,251,1812,2022-04-27,"R$ 55.442,91",Padrão,MODA E ACESSÓRIOS,Parceiro-49
46,36,349,2022-04-27,"R$ 16.873,75",Padrão,BELEZA E SAÚDE,Parceiro-51
48,40,376,2022-04-27,"R$ 19.765,72",Padrão,ESPORTE E LAZER,Parceiro-525
56,22,552,2022-04-27,"R$ 5.204,11",Padrão,VIAGEM E TURISMO,Parceiro-6095
15,14,97,2022-04-27,"R$ 3.324,38",Padrão,ESPORTE E LAZER,Parceiro-62
25,25,199,2022-04-27,"R$ 8.334,58",Padrão,MODA E ACESSÓRIOS,Parceiro-6539
3,1,41,2022-04-27,"R$ 1.147,08",Padrão,ALIMENTOS E BEBIDAS,Parceiro-7749
8,7,27,2022-04-27,"R$ 8.125,80",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-8152
108,99,1873,2022-04-27,"R$ 138.513,64",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-82
60,58,904,2022-04-28,"R$ 47.879,50",Padrão,MODA E ACESSÓRIOS,Parceiro-1335
9,8,72,2022-04-28,"R$ 4.842,25",Padrão,VIAGEM E TURISMO,Parceiro-1561
11,7,131,2022-04-28,"R$ 20.958,85",Padrão,MODA E ACESSÓRIOS,Parceiro-169
9,8,235,2022-04-28,"R$ 4.609,44",Padrão,MODA E ACESSÓRIOS,Parceiro-1785
21,20,84,2022-04-28,"R$ 31.120,97",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-1963
1937,1367,16035,2022-04-28,"R$ 1.277.664,13",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2
26,18,436,2022-04-28,"R$ 23.878,14",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2171
2296,2013,19136,2022-04-28,"R$ 1.863.773,86",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-220
4622,4258,21652,2022-04-28,"R$ 975.300,66",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-233
554,406,4300,2022-04-28,"R$ 656.017,29",Padrão,VIAGEM E TURISMO,Parceiro-262
25,24,262,2022-04-28,"R$ 16.517,83",Padrão,"MÓVEIS, CASA E DECORAÇÃO",Parceiro-395
828,661,3881,2022-04-28,"R$ 127.241,13",Padrão,BELEZA E SAÚDE,Parceiro-463
276,260,1714,2022-04-28,"R$ 63.167,80",Padrão,MODA E ACESSÓRIOS,Parceiro-49
66,58,545,2022-04-28,"R$ 21.575,30",Padrão,BELEZA E SAÚDE,Parceiro-51
32,25,394,2022-04-28,"R$ 10.264,13",Padrão,ESPORTE E LAZER,Parceiro-525
42,16,461,2022-04-28,"R$ 4.638,60",Padrão,VIAGEM E TURISMO,Parceiro-6095
13,11,111,2022-04-28,"R$ 3.246,52",Padrão,ESPORTE E LAZER,Parceiro-62
23,21,197,2022-04-28,"R$ 5.769,57",Padrão,MODA E ACESSÓRIOS,Parceiro-6539
15,3,61,2022-04-28,"R$ 4.318,47",Padrão,ALIMENTOS E BEBIDAS,Parceiro-7749
16,14,66,2022-04-28,"R$ 4.479,50",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-8152
110,105,1938,2022-04-28,"R$ 108.542,42",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-82
67,66,604,2022-04-29,"R$ 46.596,38",Padrão,MODA E ACESSÓRIOS,Parceiro-1335
9,7,84,2022-04-29,"R$ 9.132,17",Promocional,VIAGEM E TURISMO,Parceiro-1561
9,9,98,2022-04-29,"R$ 43.684,00",Padrão,MODA E ACESSÓRIOS,Parceiro-169
6,6,162,2022-04-29,"R$ 5.261,33",Padrão,MODA E ACESSÓRIOS,Parceiro-1785
16,14,102,2022-04-29,"R$ 13.241,52",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-1963
1746,1180,13732,2022-04-29,"R$ 1.245.405,24",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2
23,20,296,2022-04-29,"R$ 40.526,37",Promocional,LOJA DE DEPARTAMENTOS,Parceiro-2171
1920,1672,14731,2022-04-29,"R$ 1.602.206,09",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-220
9969,9062,52628,2022-04-29,"R$ 4.140.363,97",Promocional,LOJA DE DEPARTAMENTOS,Parceiro-233
546,342,3576,2022-04-29,"R$ 658.805,92",Padrão,VIAGEM E TURISMO,Parceiro-262
28,21,249,2022-04-29,"R$ 17.665,79",Padrão,"MÓVEIS, CASA E DECORAÇÃO",Parceiro-395
765,626,3675,2022-04-29,"R$ 114.852,38",Padrão,BELEZA E SAÚDE,Parceiro-463
300,286,1703,2022-04-29,"R$ 66.232,17",Padrão,MODA E ACESSÓRIOS,Parceiro-49
49,47,470,2022-04-29,"R$ 16.260,45",Padrão,BELEZA E SAÚDE,Parceiro-51
53,36,500,2022-04-29,"R$ 18.928,61",Padrão,ESPORTE E LAZER,Parceiro-525
52,14,511,2022-04-29,"R$ 6.633,26",Padrão,VIAGEM E TURISMO,Parceiro-6095
13,11,96,2022-04-29,"R$ 3.379,37",Padrão,ESPORTE E LAZER,Parceiro-62
16,16,155,2022-04-29,"R$ 6.690,83",Padrão,MODA E ACESSÓRIOS,Parceiro-6539
9,3,38,2022-04-29,"R$ 2.465,77",Padrão,ALIMENTOS E BEBIDAS,Parceiro-7749
6,5,42,2022-04-29,"R$ 1.399,24",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-8152
75,68,1731,2022-04-29,"R$ 98.276,51",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-82
60,54,563,2022-04-30,"R$ 40.504,00",Padrão,MODA E ACESSÓRIOS,Parceiro-1335
7,7,76,2022-04-30,"R$ 6.889,15",Promocional,VIAGEM E TURISMO,Parceiro-1561
4,1,65,2022-04-30,"R$ 6.997,11",Padrão,MODA E ACESSÓRIOS,Parceiro-169
6,6,156,2022-04-30,"R$ 3.249,43",Padrão,MODA E ACESSÓRIOS,Parceiro-1785
14,13,84,2022-04-30,"R$ 11.140,79",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-1963
1410,1036,12600,2022-04-30,"R$ 1.119.647,42",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2
59,9,391,2022-04-30,"R$ 445.724,22",Promocional,LOJA DE DEPARTAMENTOS,Parceiro-2171
1032,903,9128,2022-04-30,"R$ 730.586,67",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-220
4118,3771,21492,2022-04-30,"R$ 992.722,72",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-233
366,255,2996,2022-04-30,"R$ 587.313,03",Padrão,VIAGEM E TURISMO,Parceiro-262
19,18,289,2022-04-30,"R$ 14.262,86",Padrão,"MÓVEIS, CASA E DECORAÇÃO",Parceiro-395
700,562,2882,2022-04-30,"R$ 115.219,50",Padrão,BELEZA E SAÚDE,Parceiro-463
285,271,1686,2022-04-30,"R$ 64.994,21",Padrão,MODA E ACESSÓRIOS,Parceiro-49
54,49,371,2022-04-30,"R$ 17.146,99",Padrão,BELEZA E SAÚDE,Parceiro-51
46,28,379,2022-04-30,"R$ 13.572,38",Padrão,ESPORTE E LAZER,Parceiro-525
28,12,435,2022-04-30,"R$ 3.036,13",Padrão,VIAGEM E TURISMO,Parceiro-6095
13,11,107,2022-04-30,"R$ 2.355,70",Padrão,ESPORTE E LAZER,Parceiro-62
14,12,159,2022-04-30,"R$ 3.396,02",Padrão,MODA E ACESSÓRIOS,Parceiro-6539
6,2,27,2022-04-30,"R$ 1.709,98",Padrão,ALIMENTOS E BEBIDAS,Parceiro-7749
6,6,25,2022-04-30,"R$ 2.428,25",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-8152
84,74,1457,2022-04-30,"R$ 101.161,70",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-82
50,49,686,2022-05-01,"R$ 30.872,50",Padrão,MODA E ACESSÓRIOS,Parceiro-1335
9,7,97,2022-05-01,"R$ 13.467,51",Padrão,VIAGEM E TURISMO,Parceiro-1561
5,3,78,2022-05-01,"R$ 24.978,00",Padrão,MODA E ACESSÓRIOS,Parceiro-169
6,6,204,2022-05-01,"R$ 5.332,43",Padrão,MODA E ACESSÓRIOS,Parceiro-1785
8,7,81,2022-05-01,"R$ 13.393,90",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-1963
1501,1214,12590,2022-05-01,"R$ 1.045.467,14",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2
41,5,376,2022-05-01,"R$ 982.306,67",Promocional,LOJA DE DEPARTAMENTOS,Parceiro-2171
1135,981,9766,2022-05-01,"R$ 776.578,01",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-220
4598,4257,22940,2022-05-01,"R$ 984.326,53",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-233
663,469,4677,2022-05-01,"R$ 1.075.752,37",Padrão,VIAGEM E TURISMO,Parceiro-262
37,31,320,2022-05-01,"R$ 13.100,84",Padrão,"MÓVEIS, CASA E DECORAÇÃO",Parceiro-395
655,508,2881,2022-05-01,"R$ 110.033,93",Padrão,BELEZA E SAÚDE,Parceiro-463
465,435,2386,2022-05-01,"R$ 105.355,03",Padrão,MODA E ACESSÓRIOS,Parceiro-49
49,46,398,2022-05-01,"R$ 14.244,70",Padrão,BELEZA E SAÚDE,Parceiro-51
55,42,509,2022-05-01,"R$ 20.279,01",Padrão,ESPORTE E LAZER,Parceiro-525
58,39,443,2022-05-01,"R$ 6.360,90",Padrão,VIAGEM E TURISMO,Parceiro-6095
18,17,131,2022-05-01,"R$ 4.883,70",Padrão,ESPORTE E LAZER,Parceiro-62
14,13,148,2022-05-01,"R$ 3.441,25",Padrão,MODA E ACESSÓRIOS,Parceiro-6539
2,0,29,2022-05-01,"R$ 240,40",Padrão,ALIMENTOS E BEBIDAS,Parceiro-7749
13,13,45,2022-05-01,"R$ 3.360,25",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-8152
81,72,1502,2022-05-01,"R$ 108.312,30",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-82
98,95,843,2022-05-02,"R$ 45.162,50",Padrão,MODA E ACESSÓRIOS,Parceiro-1335
16,10,127,2022-05-02,"R$ 32.990,52",Promocional,VIAGEM E TURISMO,Parceiro-1561
5,5,107,2022-05-02,"R$ 11.807,95",Padrão,MODA E ACESSÓRIOS,Parceiro-169
13,13,299,2022-05-02,"R$ 9.398,74",Padrão,MODA E ACESSÓRIOS,Parceiro-1785
11,11,112,2022-05-02,"R$ 4.921,42",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-1963
3045,1916,18018,2022-05-02,"R$ 3.156.073,46",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2
42,7,351,2022-05-02,"R$ 1.288.705,31",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2171
2440,2121,20066,2022-05-02,"R$ 1.850.504,52",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-220
5860,5422,26916,2022-05-02,"R$ 1.250.315,94",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-233
619,443,4796,2022-05-02,"R$ 801.590,75",Padrão,VIAGEM E TURISMO,Parceiro-262
34,29,362,2022-05-02,"R$ 23.333,85",Padrão,"MÓVEIS, CASA E DECORAÇÃO",Parceiro-395
980,747,4588,2022-05-02,"R$ 162.627,47",Padrão,BELEZA E SAÚDE,Parceiro-463
464,441,2435,2022-05-02,"R$ 91.176,13",Padrão,MODA E ACESSÓRIOS,Parceiro-49
52,48,451,2022-05-02,"R$ 18.353,90",Padrão,BELEZA E SAÚDE,Parceiro-51
82,60,544,2022-05-02,"R$ 28.864,39",Padrão,ESPORTE E LAZER,Parceiro-525
64,35,626,2022-05-02,"R$ 6.816,59",Padrão,VIAGEM E TURISMO,Parceiro-6095
18,17,201,2022-05-02,"R$ 3.476,90",Padrão,ESPORTE E LAZER,Parceiro-62
28,25,254,2022-05-02,"R$ 6.464,01",Padrão,MODA E ACESSÓRIOS,Parceiro-6539
14,2,61,2022-05-02,"R$ 2.556,29",Padrão,ALIMENTOS E BEBIDAS,Parceiro-7749
7,6,48,2022-05-02,"R$ 2.412,00",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-8152
143,132,2233,2022-05-02,"R$ 146.032,75",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-82
110,105,780,2022-05-03,"R$ 65.035,00",Padrão,MODA E ACESSÓRIOS,Parceiro-1335
16,10,131,2022-05-03,"R$ 25.912,51",Promocional,VIAGEM E TURISMO,Parceiro-1561
5,3,92,2022-05-03,"R$ 11.844,60",Padrão,MODA E ACESSÓRIOS,Parceiro-169
10,6,193,2022-05-03,"R$ 8.134,27",Padrão,MODA E ACESSÓRIOS,Parceiro-1785
21,17,165,2022-05-03,"R$ 28.393,21",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-1963
2436,1618,15485,2022-05-03,"R$ 2.331.291,88",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2
66,42,1433,2022-05-03,"R$ 965.905,16",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2171
2489,2149,18565,2022-05-03,"R$ 1.875.602,00",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-220
5656,5243,26064,2022-05-03,"R$ 1.244.097,02",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-233
695,453,4914,2022-05-03,"R$ 856.833,15",Padrão,VIAGEM E TURISMO,Parceiro-262
35,33,376,2022-05-03,"R$ 20.401,13",Padrão,"MÓVEIS, CASA E DECORAÇÃO",Parceiro-395
904,691,3955,2022-05-03,"R$ 145.367,11",Padrão,BELEZA E SAÚDE,Parceiro-463
441,408,2632,2022-05-03,"R$ 95.437,36",Padrão,MODA E ACESSÓRIOS,Parceiro-49
89,72,570,2022-05-03,"R$ 22.923,80",Padrão,BELEZA E SAÚDE,Parceiro-51
60,39,472,2022-05-03,"R$ 18.720,55",Padrão,ESPORTE E LAZER,Parceiro-525
56,37,654,2022-05-03,"R$ 5.631,15",Padrão,VIAGEM E TURISMO,Parceiro-6095
20,19,143,2022-05-03,"R$ 4.071,73",Padrão,ESPORTE E LAZER,Parceiro-62
38,31,244,2022-05-03,"R$ 13.822,64",Padrão,MODA E ACESSÓRIOS,Parceiro-6539
12,3,59,2022-05-03,"R$ 3.891,07",Padrão,ALIMENTOS E BEBIDAS,Parceiro-7749
12,11,42,2022-05-03,"R$ 5.009,75",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-8152
178,169,2399,2022-05-03,"R$ 184.931,00",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-82
86,77,658,2022-05-04,"R$ 49.891,00",Padrão,MODA E ACESSÓRIOS,Parceiro-1335
13,11,110,2022-05-04,"R$ 23.376,76",Promocional,VIAGEM E TURISMO,Parceiro-1561
4,2,67,2022-05-04,"R$ 12.715,40",Padrão,MODA E ACESSÓRIOS,Parceiro-169
12,9,194,2022-05-04,"R$ 6.932,72",Padrão,MODA E ACESSÓRIOS,Parceiro-1785
9,8,67,2022-05-04,"R$ 11.958,70",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-1963
2489,1663,15985,2022-05-04,"R$ 1.859.841,41",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2
47,20,524,2022-05-04,"R$ 924.369,43",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2171
2683,2323,20582,2022-05-04,"R$ 2.386.100,02",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-220
5444,5076,24358,2022-05-04,"R$ 1.095.234,08",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-233
610,434,4227,2022-05-04,"R$ 813.051,21",Padrão,VIAGEM E TURISMO,Parceiro-262
38,35,377,2022-05-04,"R$ 25.130,79",Padrão,"MÓVEIS, CASA E DECORAÇÃO",Parceiro-395
836,669,3208,2022-05-04,"R$ 148.189,87",Padrão,BELEZA E SAÚDE,Parceiro-463
437,414,2550,2022-05-04,"R$ 89.066,29",Padrão,MODA E ACESSÓRIOS,Parceiro-49
88,82,528,2022-05-04,"R$ 27.786,85",Padrão,BELEZA E SAÚDE,Parceiro-51
66,51,511,2022-05-04,"R$ 21.768,38",Padrão,ESPORTE E LAZER,Parceiro-525
44,24,642,2022-05-04,"R$ 3.603,03",Padrão,VIAGEM E TURISMO,Parceiro-6095
22,20,145,2022-05-04,"R$ 5.117,65",Padrão,ESPORTE E LAZER,Parceiro-62
37,34,214,2022-05-04,"R$ 11.148,23",Padrão,MODA E ACESSÓRIOS,Parceiro-6539
7,3,59,2022-05-04,"R$ 1.145,98",Padrão,ALIMENTOS E BEBIDAS,Parceiro-7749
12,12,52,2022-05-04,"R$ 3.091,63",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-8152
87,81,1937,2022-05-04,"R$ 114.472,45",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-82
59,54,534,2022-05-05,"R$ 40.267,00",Padrão,MODA E ACESSÓRIOS,Parceiro-1335
15,12,114,2022-05-05,"R$ 17.435,26",Promocional,VIAGEM E TURISMO,Parceiro-1561
10,5,77,2022-05-05,"R$ 37.860,34",Padrão,MODA E ACESSÓRIOS,Parceiro-169
13,12,221,2022-05-05,"R$ 7.068,64",Padrão,MODA E ACESSÓRIOS,Parceiro-1785
33,26,101,2022-05-05,"R$ 99.434,22",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-1963
2031,1319,15475,2022-05-05,"R$ 1.441.295,25",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2
17,11,226,2022-05-05,"R$ 314.980,38",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2171
2417,2072,20075,2022-05-05,"R$ 2.280.444,26",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-220
4899,4550,22427,2022-05-05,"R$ 1.130.588,62",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-233
581,411,3726,2022-05-05,"R$ 693.438,36",Padrão,VIAGEM E TURISMO,Parceiro-262
13,11,268,2022-05-05,"R$ 6.469,38",Padrão,"MÓVEIS, CASA E DECORAÇÃO",Parceiro-395
788,656,3249,2022-05-05,"R$ 135.704,24",Padrão,BELEZA E SAÚDE,Parceiro-463
373,357,2570,2022-05-05,"R$ 84.329,43",Padrão,MODA E ACESSÓRIOS,Parceiro-49
59,48,439,2022-05-05,"R$ 18.363,80",Padrão,BELEZA E SAÚDE,Parceiro-51
36,30,410,2022-05-05,"R$ 14.802,04",Padrão,ESPORTE E LAZER,Parceiro-525
55,32,597,2022-05-05,"R$ 5.703,23",Padrão,VIAGEM E TURISMO,Parceiro-6095
18,17,137,2022-05-05,"R$ 3.905,56",Padrão,ESPORTE E LAZER,Parceiro-62
19,17,192,2022-05-05,"R$ 4.847,52",Padrão,MODA E ACESSÓRIOS,Parceiro-6539
7,1,34,2022-05-05,"R$ 2.103,20",Padrão,ALIMENTOS E BEBIDAS,Parceiro-7749
11,11,38,2022-05-05,"R$ 2.612,50",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-8152
81,78,1691,2022-05-05,"R$ 89.210,69",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-82
47,42,418,2022-05-06,"R$ 23.770,50",Padrão,MODA E ACESSÓRIOS,Parceiro-1335
12,8,111,2022-05-06,"R$ 31.133,57",Promocional,VIAGEM E TURISMO,Parceiro-1561
9,7,73,2022-05-06,"R$ 32.616,55",Padrão,MODA E ACESSÓRIOS,Parceiro-169
11,10,192,2022-05-06,"R$ 6.902,52",Padrão,MODA E ACESSÓRIOS,Parceiro-1785
12,9,80,2022-05-06,"R$ 31.264,62",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-1963
2147,1164,15427,2022-05-06,"R$ 1.433.707,47",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2
9,7,217,2022-05-06,"R$ 14.861,24",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2171
1361,1169,10539,2022-05-06,"R$ 1.095.395,65",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-220
4486,4125,21630,2022-05-06,"R$ 1.038.316,00",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-233
533,357,3651,2022-05-06,"R$ 677.874,85",Padrão,VIAGEM E TURISMO,Parceiro-262
21,19,269,2022-05-06,"R$ 10.775,98",Padrão,"MÓVEIS, CASA E DECORAÇÃO",Parceiro-395
756,621,3038,2022-05-06,"R$ 120.003,16",Padrão,BELEZA E SAÚDE,Parceiro-463
324,303,1981,2022-05-06,"R$ 64.121,72",Padrão,MODA E ACESSÓRIOS,Parceiro-49
84,70,485,2022-05-06,"R$ 22.560,00",Padrão,BELEZA E SAÚDE,Parceiro-51
55,40,392,2022-05-06,"R$ 21.793,29",Padrão,ESPORTE E LAZER,Parceiro-525
54,35,478,2022-05-06,"R$ 5.589,96",Padrão,VIAGEM E TURISMO,Parceiro-6095
19,19,153,2022-05-06,"R$ 3.715,73",Padrão,ESPORTE E LAZER,Parceiro-62
19,16,224,2022-05-06,"R$ 6.159,56",Padrão,MODA E ACESSÓRIOS,Parceiro-6539
4,1,31,2022-05-06,"R$ 1.024,62",Padrão,ALIMENTOS E BEBIDAS,Parceiro-7749
11,10,45,2022-05-06,"R$ 14.102,55",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-8152
80,73,1726,2022-05-06,"R$ 88.000,69",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-82
36,36,323,2022-05-07,"R$ 21.568,00",Padrão,MODA E ACESSÓRIOS,Parceiro-1335
11,10,85,2022-05-07,"R$ 15.493,49",Padrão,VIAGEM E TURISMO,Parceiro-1561
4,2,41,2022-05-07,"R$ 10.857,40",Padrão,MODA E ACESSÓRIOS,Parceiro-169
6,6,160,2022-05-07,"R$ 3.776,57",Padrão,MODA E ACESSÓRIOS,Parceiro-1785
8,6,55,2022-05-07,"R$ 5.083,15",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-1963
1902,988,13080,2022-05-07,"R$ 1.221.601,24",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2
10,6,163,2022-05-07,"R$ 404.492,97",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2171
1082,931,8977,2022-05-07,"R$ 798.673,63",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-220
3892,3585,18783,2022-05-07,"R$ 976.535,41",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-233
379,264,2850,2022-05-07,"R$ 471.249,89",Padrão,VIAGEM E TURISMO,Parceiro-262
26,25,253,2022-05-07,"R$ 11.623,75",Padrão,"MÓVEIS, CASA E DECORAÇÃO",Parceiro-395
571,448,2132,2022-05-07,"R$ 100.356,21",Padrão,BELEZA E SAÚDE,Parceiro-463
296,282,1779,2022-05-07,"R$ 60.344,50",Padrão,MODA E ACESSÓRIOS,Parceiro-49
59,56,365,2022-05-07,"R$ 17.638,69",Padrão,BELEZA E SAÚDE,Parceiro-51
30,26,434,2022-05-07,"R$ 9.439,37",Padrão,ESPORTE E LAZER,Parceiro-525
28,13,331,2022-05-07,"R$ 3.164,91",Padrão,VIAGEM E TURISMO,Parceiro-6095
17,17,137,2022-05-07,"R$ 3.560,64",Padrão,ESPORTE E LAZER,Parceiro-62
10,10,108,2022-05-07,"R$ 2.877,26",Padrão,MODA E ACESSÓRIOS,Parceiro-6539
0,0,15,2022-05-07,"R$ 0,00",Padrão,ALIMENTOS E BEBIDAS,Parceiro-7749
5,5,39,2022-05-07,"R$ 1.771,05",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-8152
86,78,1091,2022-05-07,"R$ 117.865,21",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-82
36,36,276,2022-05-08,"R$ 17.761,50",Padrão,MODA E ACESSÓRIOS,Parceiro-1335
7,3,50,2022-05-08,"R$ 9.970,38",Promocional,VIAGEM E TURISMO,Parceiro-1561
3,2,47,2022-05-08,"R$ 6.806,70",Padrão,MODA E ACESSÓRIOS,Parceiro-169
10,8,162,2022-05-08,"R$ 8.307,11",Padrão,MODA E ACESSÓRIOS,Parceiro-1785
14,10,61,2022-05-08,"R$ 10.366,97",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-1963
2018,1312,13211,2022-05-08,"R$ 2.020.719,77",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2
7,5,205,2022-05-08,"R$ 2.183,07",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2171
1081,942,8336,2022-05-08,"R$ 840.155,38",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-220
4484,4134,21288,2022-05-08,"R$ 925.321,00",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-233
482,354,3558,2022-05-08,"R$ 598.816,49",Padrão,VIAGEM E TURISMO,Parceiro-262
17,15,235,2022-05-08,"R$ 15.037,48",Padrão,"MÓVEIS, CASA E DECORAÇÃO",Parceiro-395
473,380,1856,2022-05-08,"R$ 81.240,91",Padrão,BELEZA E SAÚDE,Parceiro-463
328,308,1903,2022-05-08,"R$ 76.871,53",Padrão,MODA E ACESSÓRIOS,Parceiro-49
56,54,366,2022-05-08,"R$ 17.659,60",Padrão,BELEZA E SAÚDE,Parceiro-51
47,39,449,2022-05-08,"R$ 13.699,63",Padrão,ESPORTE E LAZER,Parceiro-525
